espTa2O5,espAl2O3,espSiO,Lambda,R
20.0,90.0,120.0,604.83871,11.161006128580748
20.0,90.0,120.0,613.49693,11.248783714353177
20.0,90.0,130.0,596.42147,11.077882554123564
20.0,90.0,130.0,604.83871,11.162264820263802
20.0,90.0,130.0,613.49693,11.249283260444873
20.0,90.0,140.0,596.42147,11.080017607324113
20.0,90.0,140.0,604.83871,11.163611983232421
20.0,90.0,140.0,613.49693,11.249817918818437
20.0,90.0,150.0,596.42147,11.082288612759193
20.0,90.0,150.0,604.83871,11.165044928544306
20.0,90.0,150.0,613.49693,11.250386622293691
20.0,90.0,160.0,596.42147,11.084691068177623
20.0,90.0,160.0,604.83871,11.166560815396027
20.0,90.0,160.0,613.49693,11.250988243420142
20.0,90.0,170.0,596.42147,11.08722024550843
20.0,90.0,170.0,604.83871,11.16815666049786
20.0,90.0,170.0,613.49693,11.251621598197625
20.0,90.0,180.0,596.42147,11.089871206344277
20.0,90.0,180.0,604.83871,11.16982934784308
20.0,90.0,180.0,613.49693,11.25228544995346
20.0,90.0,190.0,596.42147,11.092638817979651
20.0,90.0,190.0,604.83871,11.171575638827992
20.0,90.0,190.0,613.49693,11.252978513359103
20.0,90.0,200.0,596.42147,11.095517769931963
20.0,90.0,200.0,604.83871,11.173392182675974
20.0,90.0,200.0,613.49693,11.253699458566834
20.0,100.0,10.0,596.42147,11.065733105362535
20.0,100.0,10.0,604.83871,11.154598836186558
20.0,100.0,10.0,613.49693,11.246240808311569
20.0,100.0,20.0,596.42147,11.065983980258906
20.0,100.0,20.0,604.83871,11.154757131442139
20.0,100.0,20.0,613.49693,11.24630363165975
20.0,100.0,30.0,596.42147,11.066401524964332
20.0,100.0,30.0,604.83871,11.155020591027718
20.0,100.0,30.0,613.49693,11.246408192375231
20.0,100.0,40.0,596.42147,11.066984870597185
20.0,100.0,40.0,604.83871,11.155388666702063
20.0,100.0,40.0,613.49693,11.24655427287414
20.0,100.0,50.0,596.42147,11.067732804944367
20.0,100.0,50.0,604.83871,11.15586059359085
20.0,100.0,50.0,613.49693,11.246741569596244
20.0,100.0,60.0,596.42147,11.068643776659025
20.0,100.0,60.0,604.83871,11.156435392834878
20.0,100.0,60.0,613.49693,11.246969694055084
20.0,100.0,70.0,596.42147,11.06971590062185
20.0,100.0,70.0,604.83871,11.157111874973404
20.0,100.0,70.0,613.49693,11.247238174181478
20.0,100.0,80.0,596.42147,11.0709469644412
20.0,100.0,80.0,604.83871,11.15788864404535
20.0,100.0,80.0,613.49693,11.247546455950502
20.0,100.0,90.0,596.42147,11.072334436060343
20.0,100.0,90.0,604.83871,11.158764102388963
20.0,100.0,90.0,613.49693,11.247893905287118
20.0,100.0,100.0,596.42147,11.0738754724342
20.0,100.0,100.0,604.83871,11.159736456117114
20.0,100.0,100.0,613.49693,11.248279810238682
20.0,100.0,110.0,596.42147,11.075566929235768
20.0,100.0,110.0,604.83871,11.160803721241539
20.0,100.0,110.0,613.49693,11.248703383405408
20.0,100.0,120.0,596.42147,11.077405371544755
20.0,100.0,120.0,604.83871,11.161963730417062
20.0,100.0,120.0,613.49693,11.249163764617531
20.0,100.0,130.0,596.42147,11.079387085467076
20.0,100.0,130.0,604.83871,11.163214140273329
20.0,100.0,130.0,613.49693,11.249660023844681
20.0,100.0,140.0,596.42147,11.081508090631507
20.0,100.0,140.0,604.83871,11.16455243929968
20.0,100.0,140.0,613.49693,11.250191164325319
20.0,100.0,150.0,596.42147,11.083764153503843
20.0,100.0,150.0,604.83871,11.165975956246312
20.0,100.0,150.0,613.49693,11.25075612590107
20.0,100.0,160.0,596.42147,11.086150801456395
20.0,100.0,160.0,604.83871,11.167481869001438
20.0,100.0,160.0,613.49693,11.251353788539593
20.0,100.0,170.0,596.42147,11.088663337527676
20.0,100.0,170.0,604.83871,11.169067213904594
20.0,100.0,170.0,613.49693,11.251982976031217
20.0,100.0,180.0,596.42147,11.091296855803478
20.0,100.0,180.0,604.83871,11.170728895451354
20.0,100.0,180.0,613.49693,11.252642459840162
20.0,100.0,190.0,596.42147,11.094046257350142
20.0,100.0,190.0,604.83871,11.172463696347187
20.0,100.0,190.0,613.49693,11.253330963094854
20.0,100.0,200.0,596.42147,11.096906266626364
20.0,100.0,200.0,604.83871,11.174268287862619
20.0,100.0,200.0,613.49693,11.254047164697806
20.0,110.0,10.0,596.42147,11.067483755460255
20.0,110.0,10.0,604.83871,11.15570345071412
20.0,110.0,10.0,613.49693,11.246679204566648
20.0,110.0,20.0,596.42147,11.067732806548667
20.0,110.0,20.0,604.83871,11.15586059519667
20.0,110.0,20.0,613.49693,11.24674157120295
20.0,110.0,30.0,596.42147,11.068147315791489
20.0,110.0,30.0,604.83871,11.156122139486767
20.0,110.0,30.0,613.49693,11.246845371784927
20.0,110.0,40.0,596.42147,11.068726420623596
20.0,110.0,40.0,604.83871,11.15648753932864
20.0,110.0,40.0,613.49693,11.24699039031069
20.0,110.0,50.0,596.42147,11.069468917644619
20.0,110.0,50.0,604.83871,11.15695603540863
20.0,110.0,50.0,613.49693,11.24717632542668
20.0,110.0,60.0,596.42147,11.070373266785525
20.0,110.0,60.0,604.83871,11.157526655983567
20.0,110.0,60.0,613.49693,11.247402791470812
20.0,110.0,70.0,596.42147,11.071437596631469
20.0,110.0,70.0,604.83871,11.158198220239889
20.0,110.0,70.0,613.49693,11.247669319805548
20.0,110.0,80.0,596.42147,11.072659710874506
20.0,110.0,80.0,604.83871,11.158969342364756
20.0,110.0,80.0,613.49693,11.247975360433765
20.0,110.0,90.0,596.42147,11.074037095865211
20.0,110.0,90.0,604.83871,11.159838436311109
20.0,110.0,90.0,613.49693,11.248320283889957
20.0,110.0,100.0,596.42147,11.075566929227055
20.0,110.0,100.0,604.83871,11.160803721233059
20.0,110.0,100.0,613.49693,11.248703383397112
20.0,110.0,110.0,596.42147,11.077246089491686
20.0,110.0,110.0,604.83871,11.161863227565505
20.0,110.0,110.0,613.49693,11.249123877279917
20.0,110.0,120.0,596.42147,11.079071166709753
20.0,110.0,120.0,604.83871,11.163014803719367
20.0,110.0,120.0,613.49693,11.24958091162162
20.0,110.0,130.0,596.42147,11.081038473986494
20.0,110.0,130.0,604.83871,11.164256123360031
20.0,110.0,130.0,613.49693,11.250073563153098
20.0,110.0,140.0,596.42147,11.08314405988717
20.0,110.0,140.0,604.83871,11.165584693235159
20.0,110.0,140.0,613.49693,11.250600842358963
20.0,110.0,150.0,596.42147,11.085383721654484
20.0,110.0,150.0,604.83871,11.166997861514282
20.0,110.0,150.0,613.49693,11.251161696787971
20.0,110.0,160.0,596.42147,11.087753019175905
20.0,110.0,160.0,604.83871,11.16849282660183
20.0,110.0,160.0,613.49693,11.25175501455024
20.0,110.0,170.0,596.42147,11.090247289635633
20.0,110.0,170.0,604.83871,11.170066646382363
20.0,110.0,170.0,613.49693,11.252379627986842
20.0,110.0,180.0,596.42147,11.092861662784655
20.0,110.0,180.0,604.83871,11.171716247855295
20.0,110.0,180.0,613.49693,11.253034317493196
20.0,110.0,190.0,596.42147,11.095591076757312
20.0,110.0,190.0,604.83871,11.173438437115067
20.0,110.0,190.0,613.49693,11.253717815480336
20.0,110.0,200.0,596.42147,11.098430294364553
20.0,110.0,200.0,604.83871,11.17522990963132
20.0,110.0,200.0,613.49693,11.254428810454737
20.0,120.0,10.0,596.42147,11.069386534890663
20.0,120.0,10.0,604.83871,11.15690405491177
20.0,120.0,10.0,613.49693,11.247155696978211
20.0,120.0,20.0,596.42147,11.069633603684402
20.0,120.0,20.0,604.83871,11.157059948620471
20.0,120.0,20.0,613.49693,11.24721756721478
20.0,120.0,30.0,596.42147,11.070044813686565
20.0,120.0,30.0,604.83871,11.15731941117807
20.0,120.0,30.0,613.49693,11.247320541608453
20.0,120.0,40.0,596.42147,11.07061930919769
20.0,120.0,40.0,604.83871,11.157681902661
20.0,120.0,40.0,613.49693,11.24746440587682
20.0,120.0,50.0,596.42147,11.07135589639558
20.0,120.0,50.0,604.83871,11.158146669799041
20.0,120.0,50.0,613.49693,11.247648861064638
20.0,120.0,60.0,596.42147,11.072253047469223
20.0,120.0,60.0,604.83871,11.158712748583653
20.0,120.0,60.0,613.49693,11.247873524579553
20.0,120.0,70.0,596.42147,11.073308905899165
20.0,120.0,70.0,604.83871,11.15937896759966
20.0,120.0,70.0,613.49693,11.248137931514119
20.0,120.0,80.0,596.42147,11.07452129285866
20.0,120.0,80.0,604.83871,11.160143952064509
20.0,120.0,80.0,613.49693,11.24844153624885
20.0,120.0,90.0,596.42147,11.075887714705487
20.0,120.0,90.0,604.83871,11.161006128555217
20.0,120.0,90.0,613.49693,11.248783714328335
20.0,120.0,100.0,596.42147,11.077405371527437
20.0,120.0,100.0,604.83871,11.161963730400124
20.0,120.0,100.0,613.49693,11.249163764601114
20.0,120.0,110.0,596.42147,11.079071166701132
20.0,120.0,110.0,604.83871,11.163014803710977
20.0,120.0,110.0,613.49693,11.249580911613453
20.0,120.0,120.0,596.42147,11.080881717418434
20.0,120.0,120.0,604.83871,11.164157214023778
20.0,120.0,120.0,613.49693,11.25003430824542
20.0,120.0,130.0,596.42147,11.082833366129925
20.0,120.0,130.0,604.83871,11.165388653520115
20.0,120.0,130.0,613.49693,11.250523038576357
20.0,120.0,140.0,596.42147,11.084922192851874
20.0,120.0,140.0,604.83871,11.166706648792527
20.0,120.0,140.0,613.49693,11.251046120966896
20.0,120.0,150.0,596.42147,11.087144028278402
20.0,120.0,150.0,604.83871,11.168108569117395
20.0,120.0,150.0,613.49693,11.251602511342602
20.0,120.0,160.0,596.42147,11.089494467637508
20.0,120.0,160.0,604.83871,11.169591635198186
20.0,120.0,160.0,613.49693,11.252191106663687
20.0,120.0,170.0,596.42147,11.091968885226676
20.0,120.0,170.0,604.83871,11.17115292833693
20.0,120.0,170.0,613.49693,11.252810748564851
20.0,120.0,180.0,596.42147,11.09456244956099
20.0,120.0,180.0,604.83871,11.172789399992144
20.0,120.0,180.0,613.49693,11.2534602271489
20.0,120.0,190.0,596.42147,11.097270139064198
20.0,120.0,190.0,604.83871,11.174497881679887
20.0,120.0,190.0,613.49693,11.254138284916147
20.0,120.0,200.0,596.42147,11.100086758232084
20.0,120.0,200.0,604.83871,11.176275095171839
20.0,120.0,200.0,613.49693,11.2548436208117
20.0,130.0,10.0,596.42147,11.071437599790173
20.0,130.0,10.0,604.83871,11.158198223401802
20.0,130.0,10.0,613.49693,11.247669322969093
20.0,130.0,20.0,596.42147,11.071682531807072
20.0,130.0,20.0,604.83871,11.158352768862558
20.0,130.0,20.0,613.49693,11.247730658120947
20.0,130.0,30.0,596.42147,11.072090185455641
20.0,130.0,30.0,604.83871,11.1586099874563
20.0,130.0,30.0,613.49693,11.247832741940675
20.0,130.0,40.0,596.42147,11.0726597124368
20.0,130.0,40.0,604.83871,11.158969343928865
20.0,130.0,40.0,613.49693,11.24797536199897
20.0,130.0,50.0,596.42147,11.073389929253254
20.0,130.0,50.0,604.83871,11.159430091524763
20.0,130.0,50.0,613.49693,11.24815822192618
20.0,130.0,60.0,596.42147,11.0742793213072
20.0,130.0,60.0,604.83871,11.15999127457264
20.0,130.0,60.0,613.49693,11.248380942438809
20.0,130.0,70.0,596.42147,11.075326048135343
20.0,130.0,70.0,604.83871,11.16065173178842
20.0,130.0,70.0,613.49693,11.248643062650158
20.0,130.0,80.0,596.42147,11.076527949754611
20.0,130.0,80.0,604.83871,11.161410100279348
20.0,130.0,80.0,613.49693,11.24894404165948
20.0,130.0,90.0,596.42147,11.077882554088987
20.0,130.0,90.0,604.83871,11.162264820230101
20.0,130.0,90.0,613.49693,11.24928326041206
20.0,130.0,100.0,596.42147,11.079387085441303
20.0,130.0,100.0,604.83871,11.163214140248211
20.0,130.0,100.0,613.49693,11.249660023820262
20.0,130.0,110.0,596.42147,11.081038473969434
20.0,130.0,110.0,604.83871,11.164256123343428
20.0,130.0,110.0,613.49693,11.250073563136885
20.0,130.0,120.0,596.42147,11.082833366121418
20.0,130.0,120.0,604.83871,11.165388653511856
20.0,130.0,120.0,613.49693,11.250523038568332
20.0,130.0,130.0,596.42147,11.084768135980259
20.0,130.0,130.0,604.83871,11.166609442894401
20.0,130.0,130.0,613.49693,11.25100754211523
20.0,130.0,140.0,596.42147,11.086838897464327
20.0,130.0,140.0,604.83871,11.167916039474719
20.0,130.0,140.0,613.49693,11.251526100628059
20.0,130.0,150.0,596.42147,11.089041517325768
20.0,130.0,150.0,604.83871,11.16930583528093
20.0,130.0,150.0,613.49693,11.252077679061923
20.0,130.0,160.0,596.42147,11.091371628887508
20.0,130.0,160.0,604.83871,11.170776075053418
20.0,130.0,160.0,613.49693,11.252661183916569
20.0,130.0,170.0,596.42147,11.093824646452363
20.0,130.0,170.0,604.83871,11.172323865336468
20.0,130.0,170.0,613.49693,11.253275466845096
20.0,130.0,180.0,596.42147,11.096395780320643
20.0,130.0,180.0,604.83871,11.173946183954168
20.0,130.0,180.0,613.49693,11.253919328414035
20.0,130.0,190.0,596.42147,11.099080052345162
20.0,130.0,190.0,604.83871,11.175639889824971
20.0,130.0,190.0,613.49693,11.254591521999014
20.0,130.0,200.0,596.42147,11.101872311955141
20.0,130.0,200.0,604.83871,11.177401733072513
20.0,130.0,200.0,613.49693,11.25529075779746
20.0,140.0,10.0,596.42147,11.073632830492835
20.0,140.0,10.0,604.83871,11.159583356782269
20.0,140.0,10.0,613.49693,11.248219050895873
20.0,140.0,20.0,596.42147,11.073875475542525
20.0,140.0,20.0,604.83871,11.159736459229087
20.0,140.0,20.0,613.49693,11.248279813352736
20.0,140.0,30.0,596.42147,11.074279322867506
20.0,140.0,30.0,604.83871,11.159991276134507
20.0,140.0,30.0,613.49693,11.24838094400145
20.0,140.0,40.0,596.42147,11.074843532089337
20.0,140.0,40.0,604.83871,11.160347277242217
20.0,140.0,40.0,613.49693,11.248522232396203
20.0,140.0,50.0,596.42147,11.075566930761205
20.0,140.0,50.0,604.83871,11.160803722769256
20.0,140.0,50.0,613.49693,11.248703384934569
20.0,140.0,60.0,596.42147,11.076448018427435
20.0,140.0,60.0,604.83871,11.161359665967447
20.0,140.0,60.0,613.49693,11.248924025874452
20.0,140.0,70.0,596.42147,11.077484971809325
20.0,140.0,70.0,604.83871,11.162013956395931
20.0,140.0,70.0,613.49693,11.249183698632443
20.0,140.0,80.0,596.42147,11.078675651091872
20.0,140.0,80.0,604.83871,11.16276524388734
20.0,140.0,80.0,613.49693,11.249481867358494
20.0,140.0,90.0,596.42147,11.08001760728129
20.0,140.0,90.0,604.83871,11.163611983190663
20.0,140.0,90.0,613.49693,11.24981791877778
20.0,140.0,100.0,596.42147,11.08150809059744
20.0,140.0,100.0,604.83871,11.164552439266487
20.0,140.0,100.0,613.49693,11.250191164293035
20.0,140.0,110.0,596.42147,11.083144059861844
20.0,140.0,110.0,604.83871,11.165584693210496
20.0,140.0,110.0,613.49693,11.250600842334942
20.0,140.0,120.0,596.42147,11.084922192835075
20.0,140.0,120.0,604.83871,11.166706648776183
20.0,140.0,120.0,613.49693,11.251046120950988
20.0,140.0,130.0,596.42147,11.086838897456019
20.0,140.0,130.0,604.83871,11.1679160394666
20.0,140.0,130.0,613.49693,11.251526100620135
20.0,140.0,140.0,596.42147,11.088890323927659
20.0,140.0,140.0,604.83871,11.169210436160062
20.0,140.0,140.0,613.49693,11.252039817279197
20.0,140.0,150.0,596.42147,11.091072377595298
20.0,140.0,150.0,604.83871,11.170587255236008
20.0,140.0,150.0,613.49693,11.25258624554762
20.0,140.0,160.0,596.42147,11.093380732553932
20.0,140.0,160.0,604.83871,11.172043767160892
20.0,140.0,160.0,613.49693,11.25316430213537
20.0,140.0,170.0,596.42147,11.09581084592385
20.0,140.0,170.0,604.83871,11.173577105495776
20.0,140.0,170.0,613.49693,11.253772849417736
20.0,140.0,180.0,596.42147,11.098357972727396
20.0,140.0,180.0,604.83871,11.175184276282991
20.0,140.0,180.0,613.49693,11.254410699160616
20.0,140.0,190.0,596.42147,11.101017181299166
20.0,140.0,190.0,604.83871,11.176862167770022
20.0,140.0,190.0,613.49693,11.25507661637951
20.0,140.0,200.0,596.42147,11.103783369159993
20.0,140.0,200.0,604.83871,11.178607560424933
20.0,140.0,200.0,613.49693,11.25576932331495
20.0,150.0,10.0,596.42147,11.075967845309842
20.0,150.0,10.0,604.83871,11.16105669032174
20.0,150.0,10.0,613.49693,11.248803783499305
20.0,150.0,20.0,596.42147,11.07620805776687
20.0,150.0,20.0,604.83871,11.161208257868806
20.0,150.0,20.0,613.49693,11.248863936794114
20.0,150.0,30.0,596.42147,11.076607856395682
20.0,150.0,30.0,604.83871,11.161460520155318
20.0,150.0,30.0,613.49693,11.248964053577414
20.0,150.0,40.0,596.42147,11.077166409243159
20.0,150.0,40.0,604.83871,11.161812952240941
20.0,150.0,40.0,613.49693,11.249103925513115
20.0,150.0,50.0,596.42147,11.077882555616418
20.0,150.0,50.0,604.83871,11.162264821759258
20.0,150.0,50.0,613.49693,11.249283261942269
20.0,150.0,60.0,596.42147,11.07875481010242
20.0,150.0,60.0,604.83871,11.162815191453676
20.0,150.0,60.0,613.49693,11.249501690889765
20.0,150.0,70.0,596.42147,11.079781367701363
20.0,150.0,70.0,604.83871,11.163462922416636
20.0,150.0,70.0,613.49693,11.249758760349527
20.0,150.0,80.0,596.42147,11.08096011005061
20.0,150.0,80.0,604.83871,11.164206678016816
20.0,150.0,80.0,613.49693,11.250053939843593
20.0,150.0,90.0,596.42147,11.082288612708314
20.0,150.0,90.0,604.83871,11.165044928494718
20.0,150.0,90.0,613.49693,11.25038662224542
20.0,150.0,100.0,596.42147,11.083764153461697
20.0,150.0,100.0,604.83871,11.165975956205203
20.0,150.0,100.0,613.49693,11.250756125861049
20.0,150.0,110.0,596.42147,11.085383721621005
20.0,150.0,110.0,604.83871,11.166997861481672
20.0,150.0,110.0,613.49693,11.251161696756215
20.0,150.0,120.0,596.42147,11.087144028253505
20.0,150.0,120.0,604.83871,11.16810856909312
20.0,150.0,120.0,613.49693,11.251602511319012
20.0,150.0,130.0,596.42147,11.089041517309305
20.0,150.0,130.0,604.83871,11.169305835264893
20.0,150.0,130.0,613.49693,11.252077679046286
20.0,150.0,140.0,596.42147,11.091072377587166
20.0,150.0,140.0,604.83871,11.170587255228048
20.0,150.0,140.0,613.49693,11.252586245539845
20.0,150.0,150.0,596.42147,11.0932325554824
20.0,150.0,150.0,604.83871,11.1719502712636
20.0,150.0,150.0,613.49693,11.25312719569903
20.0,150.0,160.0,596.42147,11.095517768458436
20.0,150.0,160.0,604.83871,11.17339218120243
20.0,150.0,160.0,613.49693,11.253699457094067
20.0,150.0,170.0,596.42147,11.097923519179533
20.0,150.0,170.0,604.83871,11.174910147342576
20.0,150.0,170.0,613.49693,11.254301903505208
20.0,150.0,180.0,596.42147,11.100445110237846
20.0,150.0,180.0,604.83871,11.176501205741753
20.0,150.0,180.0,613.49693,11.254933358610758
20.0,150.0,190.0,596.42147,11.10307765940963
20.0,150.0,190.0,604.83871,11.178162275843624
20.0,150.0,190.0,613.49693,11.255592599807448
20.0,150.0,200.0,596.42147,11.105816115369516
20.0,150.0,200.0,604.83871,11.179890170393186
20.0,150.0,200.0,613.49693,11.256278362145608
20.0,160.0,10.0,596.42147,11.078438015092091
20.0,160.0,10.0,604.83871,11.162615303147481
20.0,160.0,10.0,613.49693,11.249422361551387
20.0,160.0,20.0,596.42147,11.078675654153344
20.0,160.0,20.0,604.83871,11.162765246951913
20.0,160.0,20.0,613.49693,11.249481870424665
20.0,160.0,30.0,596.42147,11.07907116974011
20.0,160.0,30.0,604.83871,11.163014806753452
20.0,160.0,30.0,613.49693,11.249580914658035
20.0,160.0,40.0,596.42147,11.07962373881169
20.0,160.0,40.0,604.83871,11.163363463235342
20.0,160.0,40.0,613.49693,11.249719288147245
20.0,160.0,50.0,596.42147,11.080332213109969
20.0,160.0,50.0,604.83871,11.163810491877122
20.0,160.0,50.0,613.49693,11.249896703347378
20.0,160.0,60.0,596.42147,11.081195123134973
20.0,160.0,60.0,604.83871,11.164354965462891
20.0,160.0,60.0,613.49693,11.250112792268022
20.0,160.0,70.0,596.42147,11.082210683223922
20.0,160.0,70.0,604.83871,11.164995757286341
20.0,160.0,70.0,613.49693,11.25036710774576
20.0,160.0,80.0,596.42147,11.083376797708166
20.0,160.0,80.0,604.83871,11.1657315450353
20.0,160.0,80.0,613.49693,11.250659124985251
20.0,160.0,90.0,596.42147,11.0846910681189
20.0,160.0,90.0,604.83871,11.166560815338773
20.0,160.0,90.0,613.49693,11.250988243364421
20.0,160.0,100.0,596.42147,11.086150801406408
20.0,160.0,100.0,604.83871,11.16748186895273
20.0,160.0,100.0,613.49693,11.251353788492132
20.0,160.0,110.0,596.42147,11.087753019134508
20.0,160.0,110.0,604.83871,11.168492826561462
20.0,160.0,110.0,613.49693,11.251755014510985
20.0,160.0,120.0,596.42147,11.089494467604645
20.0,160.0,120.0,604.83871,11.169591635166178
20.0,160.0,120.0,613.49693,11.252191106632548
20.0,160.0,130.0,596.42147,11.091371628863067
20.0,160.0,130.0,604.83871,11.170776075029616
20.0,160.0,130.0,613.49693,11.252661183893437
20.0,160.0,140.0,596.42147,11.093380732537828
20.0,160.0,140.0,604.83871,11.172043767145158
20.0,160.0,140.0,613.49693,11.253164302120075
20.0,160.0,150.0,596.42147,11.095517768450414
20.0,160.0,150.0,604.83871,11.173392181194632
20.0,160.0,150.0,613.49693,11.253699457086473
20.0,160.0,160.0,596.42147,11.09777849994338
20.0,160.0,160.0,604.83871,11.174818643957405
20.0,160.0,160.0,613.49693,11.254265587851847
20.0,160.0,170.0,596.42147,11.10015847786062
20.0,160.0,170.0,604.83871,11.176320348131549
20.0,160.0,170.0,613.49693,11.254861580261602
20.0,160.0,180.0,596.42147,11.102653055117782
20.0,160.0,180.0,604.83871,11.177894361527638
20.0,160.0,180.0,613.49693,11.255486270595991
20.0,160.0,190.0,596.42147,11.105257401794194
20.0,160.0,190.0,604.83871,11.179537636591311
20.0,160.0,190.0,613.49693,11.256138449349402
20.0,160.0,200.0,596.42147,11.107966520679517
20.0,160.0,200.0,604.83871,11.181247020212497
20.0,160.0,200.0,613.49693,11.256816865123483
20.0,170.0,10.0,596.42147,11.081038478505537
20.0,170.0,10.0,604.83871,11.164256127884293
20.0,170.0,10.0,613.49693,11.250073567680392
20.0,170.0,20.0,596.42147,11.081273408432601
20.0,170.0,20.0,604.83871,11.164404362298843
20.0,170.0,20.0,613.49693,11.250132398140911
20.0,170.0,30.0,596.42147,11.08166441506038
20.0,170.0,30.0,604.83871,11.164651077067804
20.0,170.0,30.0,613.49693,11.250230313250624
20.0,170.0,40.0,596.42147,11.082210684730967
20.0,170.0,40.0,604.83871,11.164995758794861
20.0,170.0,40.0,613.49693,11.250367109255059
20.0,170.0,50.0,596.42147,11.08291108227649
20.0,170.0,50.0,604.83871,11.165437691219056
20.0,170.0,50.0,613.49693,11.250542501887209
20.0,170.0,60.0,596.42147,11.083764154949822
20.0,170.0,60.0,604.83871,11.16597595769508
20.0,170.0,60.0,613.49693,11.25075612735194
20.0,170.0,70.0,596.42147,11.084768137444991
20.0,170.0,70.0,604.83871,11.16660944436125
20.0,170.0,70.0,613.49693,11.25100754358345
20.0,170.0,80.0,596.42147,11.085920957984303
20.0,170.0,80.0,604.83871,11.167336843980053
20.0,170.0,80.0,613.49693,11.251296231769373
20.0,170.0,90.0,596.42147,11.087220245442062
20.0,170.0,90.0,604.83871,11.16815666043317
20.0,170.0,90.0,613.49693,11.251621598134612
20.0,170.0,100.0,596.42147,11.088663337469992
20.0,170.0,100.0,604.83871,11.16906721384835
20.0,170.0,100.0,613.49693,11.251982975976444
20.0,170.0,110.0,596.42147,11.090247289586507
20.0,170.0,110.0,604.83871,11.170066646334526
20.0,170.0,110.0,613.49693,11.252379627940284
20.0,170.0,120.0,596.42147,11.091968885186105
20.0,170.0,120.0,604.83871,11.171152928297326
20.0,170.0,120.0,613.49693,11.252810748526347
20.0,170.0,130.0,596.42147,11.09382464642018
20.0,170.0,130.0,604.83871,11.172323865305101
20.0,170.0,130.0,613.49693,11.253275466814566
20.0,170.0,140.0,596.42147,11.095810845899925
20.0,170.0,140.0,604.83871,11.17357710547242
20.0,170.0,140.0,613.49693,11.253772849395077
20.0,170.0,150.0,596.42147,11.097923519163768
20.0,170.0,150.0,604.83871,11.174910147327207
20.0,170.0,150.0,613.49693,11.254301903490234
20.0,170.0,160.0,596.42147,11.100158477852846
20.0,170.0,160.0,604.83871,11.176320348123935
20.0,170.0,160.0,613.49693,11.254861580254197
20.0,170.0,170.0,596.42147,11.102511323532429
20.0,170.0,170.0,604.83871,11.177804932564666
20.0,170.0,170.0,613.49693,11.255450778233955
20.0,170.0,180.0,596.42147,11.104977462095952
20.0,170.0,180.0,604.83871,11.179361001887562
20.0,170.0,180.0,613.49693,11.256068346976411
20.0,170.0,190.0,596.42147,11.107552118684767
20.0,170.0,190.0,604.83871,11.18098554328085
20.0,170.0,190.0,613.49693,11.256713090764485
20.0,170.0,200.0,596.42147,11.11023035305773
20.0,170.0,200.0,604.83871,11.18267543958068
20.0,170.0,200.0,613.49693,11.257383772466216
20.0,180.0,10.0,596.42147,11.083764157951396
20.0,180.0,10.0,604.83871,11.165975960699415
20.0,180.0,10.0,613.49693,11.250756130357692
20.0,180.0,20.0,596.42147,11.083996248295678
20.0,180.0,20.0,604.83871,11.166122403414457
20.0,180.0,20.0,613.49693,11.25081424973877
20.0,180.0,30.0,596.42147,11.084382528851542
20.0,180.0,30.0,604.83871,11.166366136158437
20.0,180.0,30.0,613.49693,11.250910981355894
20.0,180.0,40.0,596.42147,11.084922195795901
20.0,180.0,40.0,604.83871,11.166706651740437
20.0,180.0,40.0,613.49693,11.251046123917261
20.0,180.0,50.0,596.42147,11.085614127681588
20.0,180.0,50.0,604.83871,11.167143242556854
20.0,180.0,50.0,613.49693,11.251219396591738
20.0,180.0,60.0,596.42147,11.086456889320647
20.0,180.0,60.0,604.83871,11.16767500304186
20.0,180.0,60.0,613.49693,11.251430439981476
20.0,180.0,70.0,596.42147,11.08744873674426
20.0,180.0,70.0,604.83871,11.168300832796847
20.0,180.0,70.0,613.49693,11.251678817363773
20.0,180.0,80.0,596.42147,11.088587623216284
20.0,180.0,80.0,604.83871,11.16901944038494
20.0,180.0,80.0,613.49693,11.251964016197144
20.0,180.0,90.0,596.42147,11.089871206270526
20.0,180.0,90.0,604.83871,11.169829347771165
20.0,180.0,90.0,613.49693,11.252285449883463
20.0,180.0,100.0,596.42147,11.091296855738335
20.0,180.0,100.0,604.83871,11.17072889538789
20.0,180.0,100.0,613.49693,11.25264245977835
20.0,180.0,110.0,596.42147,11.092861662728039
20.0,180.0,110.0,604.83871,11.171716247800141
20.0,180.0,110.0,613.49693,11.253034317439539
20.0,180.0,120.0,596.42147,11.094562449512832
20.0,180.0,120.0,604.83871,11.172789399945282
20.0,180.0,120.0,613.49693,11.253460227103288
20.0,180.0,130.0,596.42147,11.09639578028088
20.0,180.0,130.0,604.83871,11.173946183915426
20.0,180.0,130.0,613.49693,11.253919328376327
20.0,180.0,140.0,596.42147,11.098357972695876
20.0,180.0,140.0,604.83871,11.175184276252299
20.0,180.0,140.0,613.49693,11.254410699130695
20.0,180.0,150.0,596.42147,11.100445110214503
20.0,180.0,150.0,604.83871,11.176501205718921
20.0,180.0,150.0,613.49693,11.254933358588604
20.0,180.0,160.0,596.42147,11.102653055102378
20.0,180.0,160.0,604.83871,11.177894361512603
20.0,180.0,160.0,613.49693,11.25548627058132
20.0,180.0,170.0,596.42147,11.104977462088318
20.0,180.0,170.0,604.83871,11.179361001880126
20.0,180.0,170.0,613.49693,11.25606834696918
20.0,180.0,180.0,596.42147,11.107413792594384
20.0,180.0,180.0,604.83871,11.180898263096704
